ch,yue,yue-nn,yue-wz
搭,taap,daap,daap
搭住膊啖行,daap zyu bok gam haang,daap zyu bok daam haang,daap zyu bok daam haang
搭住膊噉行,daap zyu bok gam haang,daap zyu bok gam haang,daap zyu bok gam haang
搮,leot,lat,lat
搯,tou,tu,tou
搰,wat,wat,wat
搰,fat,wat,wat
搱,zi,zi,zi
搲,waa,waa,waa
搲,we,we,we
搲,aau,we,we
搲子,waa zi,waa zi,waa zi
搲损,waa syun,waa slyun,waa syun
搲損,waa syun,waa slyun,waa syun
搲水,waa seoi,waa sui,waa sui
搲水,we seoi,we sui,we sui
搲烂,waa laan,waa laan,waa laan
搲烂块面,we laan faai min,we laan faai min,we laan faai min
搲爆头,aau baau tau,we baau tau,we baau tau
搲爆頭,aau baau tau,we baau tau,we baau tau
搲爛,waa laan,waa laan,waa laan
搲爛塊面,we laan faai min,we laan faai min,we laan faai min
搲痕,aau han,we han,we han
搲痕,waa han,waa han,waa han
搲花,waa faa,waa faa,waa faa
搳,waa,waa,waa
搳,waak,waak,waak
搳,hat,hat,hat
搴,hin,hin,hin
搴,kin,kin,kin
搴,gin,kin,kin
搴起,kin hei,kin hi,kin hi
搵,wan,wan,wan
搵,man,wan,wan
搵位坐,wan wai co,wan wai co,wan wai co
搵命搏,wan meng bok,wan meng bok,wan ming bok
搵朝唔得晚,wan ziu m dak maan,wan ziu m dak maan,wan ziu m dak maan
搶,coeng,coeng,coeng
搶,cong,coeng,coeng
搶,ceon,coeng,coeng
搶咪,ceon mai,coeng mai,coeng mai
搶閘,ceon zaap,coeng zaap,coeng zaap
搶閘,coeng zaap,coeng zaap,coeng zaap
搷,tin,tin,tin
搸,zeon,zan,zan
搹,gaak,gaak,gaak
搹,ak,ak,ak
携,kwai,kwai,kwai
搻,nik,nik,nik
搻,nok,nok,nok
搼,kyun,kyun,kyun
搽,caa,caa,caa
搾,zaa,zaa,zaa
搿,gaap,gaap,gaap
搿,gap,gap,gap
摀,ng,ng,ng
摀,wu,wu,wu
摁,on,on,on
摁,jan,on,on
摂,sip,sip,sip
摃,gong,gong,gong
摄,sip,sip,sip
摄,nip,sip,sip
摄,zip,sip,sip
摄青鬼,sip ceng gwai,sip ceng gwai,sip cing gwai
摅,syu,syu,syu
摆,baai,baai,baai
摆明车马,baai ming geoi maa,baai ming gyu maa,baai ming gyu maa
摇,jiu,jiu,jiu
摇滚乐,jiu gwan ngok,jiu gwan ngok,jiu gwan ngok
摈,ban,ban,ban
摉,sau,slau,sau
摊,taan,taan,taan
摋,saat,slaat,saat
摌,caan,caan,caan
摍,suk,sluk,suk
摎,gau,gau,gau
摎,lau,lau,lau
摎,laau,laau,laau
摎挍,laau gaau,laau gaau,laau gaau
摎搅,laau gaau,laau gaau,laau gaau
摎攪,laau gaau,laau gaau,laau gaau
摏,zung,cung,cung
摏,zong,zong,zong
摐,coeng,cong,cong
摐,cung,cung,cung
摑,gwaak,gwaak,gwaak
摑,gwok,gwaak,gwaak
摒,bing,bing,bing
摓,fung,fung,fung
摔,seot,slat,sat
摔,seoi,soi,soi
摔断,seot tyun,slat tyun,sat tyun
摔斷,seot tyun,slat tyun,sat tyun
摕,dai,dai,dai
摖,cai,cai,cai
摗,cuk,cuk,cuk
摘,zaak,zaak,zaak
摘名,zaak meng,zaak meng,zaak ming
摙,lin,lin,lin
摚,tong,tong,tong
摛,ci,ci,ci
摜,gwaan,gwaan,gwaan
摜,gwaan,kwaang,kwaang
摝,luk,luk,luk
摞,lo,lo,lo
摟,lau,lau,lau
摟席,lau zek,lau zek,lau zek
摠,zung,zung,zung
摡,goi,goi,goi
摡,hei,hi,hi
摢,wu,wu,wu
摣,zaa,zaa,zaa
摣,zaa,jaa,jaa
摤,coeng,coeng,coeng
摥,tong,tong,tong
摦,waa,waa,waa
摧,ceoi,cui,cui
摨,zi,zi,zi
摩,mo,mo,mo
摩,maa,mo,mo
摩星岭,mo sing leng,mo sling leng,mo sing ling
摩星嶺,mo sing leng,mo sling leng,mo sing ling
摩蝎,mo kit,mo kit,mo kit
摩蠍,mo kit,mo kit,mo kit
摩頂,mo deng,mo deng,mo ding
摩顶,mo deng,mo deng,mo ding
摪,zoeng,zoeng,zoeng
摪,coeng,coeng,coeng
摫,kwai,kwai,kwai
摬,jing,jing,jing
摭,zek,zek,zek
摮,ngou,ngu,ngou
摯,zi,zi,zi
摰,jit,nit,nit
摱,maan,maan,maan
摲,caam,zim,zim
摲,saam,slaam,saam
摲,saan,saan,saan
摳,kau,kau,kau
摳,jau,kau,kau
摳褲,jau fu,kau fu,kau fu
摴,syu,syu,syu
摵,cik,cik,cik
摵,saak,saak,saak
摵,sik,slik,sik
摵,sik,slak,saak
摶,tyun,tyun,tyun
摶,bok,tyun,tyun
摶紮,bok zaat,tyun zaat,tyun zaat
摷,ziu,ziu,ziu
摷,caau,ziu,ziu
摸,mo,mo,mo
摸,mok,mok,mok
摸,mou,muk,muk
摸索,mo saak,mo slok,mo sok
摸索,mo sok,mo slok,mo sok
摸黑,mo haak,mo hak,mo hak
摸黑,mo hak,mo hak,mo hak
摹,mou,mo,mo
摹画,mou waak,mo waak,mo waak
摹畫,mou waak,mo waak,mo waak
摺,zip,zip,zip
摺,zaap,zip,zip
摺被,zip pei,zip pi,zip pi
摻,cam,cam,cam
摻,caam,caam,caam
摻,saam,caam,caam
摻埋你玩,cam maai nei waan,cam maai ni waan,cam maai ni waan
摻埋玩,cam maai waan,cam maai waan,cam maai waan
摼,hang,hang,hang
摽,biu,biu,biu
摽,piu,piu,piu
摽,piu,peu,piu
摾,koeng,koeng,koeng
摿,jiu,jiu,jiu
撀,gau,gau,gau
撁,hin,hin,hin
撂,liu,liu,liu
撂,loek,loek,loek
撃,gik,gik,gik
撄,jing,jing,jing
撅,kyut,kyut,kyut
撅,gwai,goe,goe
撅,zyut,goe,goe
撅,gwat,goe,goe
撆,pit,pit,pit
撇,pit,pit,pit
撈,lou,laau,laau
撈,laau,lu,lou
撈,lau,leu,laau
撈一把,laau jat baa,lu jat baa,lou jat baa
撈人,laau jan,lu jan,lou jan
撈什子,lou zaap zi,laau zaap zi,laau zaap zi
撈仔,laau zai,lu zai,lou zai
撈仔,lou zai,laau zai,laau zai
撈佬,laau lou,lu lu,lou lu
撈取,laau ceoi,lu cyu,lou cyu
撈取,lau ceoi,leu cyu,laau cyu
撈哨,laau saau,lu saau,lou saau
撈嘢,laau je,lu je,lou je
撈嘢,lou je,laau je,laau je
撈埋,laau maai,lu maai,lou maai
撈埋,lou maai,laau maai,laau maai
撈妹,laau mui,lu mui,lou mui
撈婆,laau po,lu po,lou po
撈底,laau dai,lu dai,lou dai
撈攪,laau gaau,lu gaau,lou gaau
撈松,laau sung,lu slung,lou sung
撈歌,laau go,lu go,lou go
撈稻草,laau dou cou,lu du cu,lou dou cou
撈絞,laau gaau,lu gaau,lou gaau
撈起,lau hei,leu hi,laau hi
撈起,lou hei,laau hi,laau hi
撈起啦,lou hei laa,laau hi laa,laau hi laa
撈錢,laau cin,lu cin,lou cin
撈閪,laau hai,lu hai,lou hai
撈雞,laau gai,lu gai,lou gai
撈雞,lou gai,laau gai,laau gai
撈靜水,laau zing seoi,lu zing sui,lou zing sui
撈靜水,lou zing seoi,laau zing sui,laau zing sui
撈頭,laau tau,lu tau,lou tau
撈鬆,laau sung,lu slung,lou sung
撈魚,laau jyu,lu jyu,lou jyu
撉,deon,dan,dan
撉,dan,dan,dan
撊,haan,haan,haan
撋,jeon,jan,jan
撋,lo,lo,lo
撋,no,no,no
撋,jyun,jyun,jyun
撌,gwai,gwai,gwai
撍,cim,cim,cim
撎,ji,ji,ji
撏,cam,cam,cam
撏,cim,cim,cim
撐,caang,caang,caang
撐,zaang,caang,caang
撐死你,zaang sei nei,caang sli ni,caang si ni
撐沙雞,zaang saa gai,caang saa gai,caang saa gai
撐甲,zaang gaap,caang gaap,caang gaap
撐行,caang haang,caang haang,caang haang
撐飽,zaang baau,caang baau,caang baau
撑,caang,caang,caang
撑,zaang,caang,caang
撑死你,zaang sei nei,caang sli ni,caang si ni
撑沙雞,zaang saa gai,caang saa gai,caang saa gai
撑沙鸡,zaang saa gai,caang saa gai,caang saa gai
撑甲,zaang gaap,caang gaap,caang gaap
撑行,caang haang,caang haang,caang haang
撑飽,zaang baau,caang baau,caang baau
撑饱,zaang baau,caang baau,caang baau
撒,saat,slaat,saat
撓,naau,naau,naau
撓,jaau,jaau,jaau
撓,ngaau,jaau,jaau
撔,wang,wang,wang
撕,si,si,si
撕,sai,si,si
撖,ham,ham,ham
撖,hon,hon,hon
撗,gwong,gong,gong
撘,daap,daap,daap
撘,dap,dap,dap
撙,zyun,zyun,zyun
撚,nin,nin,nin
撚,nan,nen,naan
撚,nim,nan,nan
撚,lan,nan,nan
撚化,nan faa,nen faa,naan faa
撚手,nan sau,nen sau,naan sau
撚菜,nan coi,nen coi,naan coi
撚雀,nan zoek,nen coek,naan coek
撛,leon,lan,lan
撜,cing,zing,zing
撜,caang,zing,zing
撝,fai,fai,fai
撝,we,wai,wai
撝身,we san,wai san,wai san
撞,zong,zong,zong
撞,cong,zong,zong
撞,zoeng,zong,zong
撞巧,zong kiu,zong kiu,zong kiu
撞手神,zoeng sau san,zong sau san,zong sau san
撞手神,zong sau san,zong sau san,zong sau san
撞正,zong zeng,zong zeng,zong zing
撞火,zoeng fo,zong fo,zong fo
撞火,zong fo,zong fo,zong fo
撟,giu,giu,giu
撠,gik,gik,gik
撡,cou,cu,cou
撢,daan,daan,daan
撢,ngam,ngam,ngam
撢,taam,taam,taam
撢,taam,tam,tam
撢,taam,jam,jam
撢穿袋,ngam cyun doi,ngam cyun doi,ngam cyun doi
撣,daan,daan,daan
撣,sin,daan,daan
撣人,sin jan,daan jan,daan jan
撣族,sin zuk,daan zuk,daan zuk
撣桌子,daan zoek zi,daan zoek zi,daan zoek zi
撣邦,sin bong,daan bong,daan bong
撤,cit,cit,cit
撥,but,but,but
撥,put,put,put
撥大葵扇,but daai kwai sin,but daai kwai sin,but daai kwai sin
撥大葵扇,put daai kwai sin,put daai kwai sin,put daai kwai sin
撥扇,put sin,put sin,put sin
撥爐,put lou,put lu,put lu
撥起,put hei,put hi,put hi
撦,ce,ce,ce
撧,zyut,zyut,zyut
撨,siu,sliu,siu
撨,giu,giu,giu
撩,liu,liu,liu
撩,liu,leu,liu
撩棱,liu lang,liu lang,liu lang
撪,ban,ban,ban
撫,fu,fu,fu
撬,giu,giu,giu
撬,hiu,geu,giu
撬,hiu,keu,kiu
播,bo,bo,bo
撮,cyut,cyut,cyut
撮,caai,zyut,zyut
撯,zoek,zoek,zoek
撰,zaan,zaan,zaan
撰,zaan,zyun,zyun
撱,to,to,to
撱,wai,jyun,jyun
撲,pok,puk,puk
撲,puk,puk,puk
撲克,pok haak,puk kak,puk kak
撲克,pok hak,puk hak,puk hak
撲心撲命,pok sam pok meng,puk slam puk meng,puk sam puk ming
撳,gam,gam,gam
撴,deon,dan,dan
撴,dan,dan,dan
撵,lin,nin,nin
撵,lin,lin,lin
撵,lin,nen,nin
撶,waa,waa,waa
撷,kit,kit,kit
撷,git,kit,kit
撷取,kit ceoi,kit cyu,kit cyu
撸,lou,lu,lu
撹,gaau,gaau,gaau
撺,cyun,cyun,cyun
撻,taat,taat,taat
撻,daat,daat,daat
撻出嚟,daat ceot lai,daat cyut lai,daat cat lai
撻大佬朵,daat daai lou do,daat daai lu do,daat daai lu do
撻定,taat deng,taat deng,taat ding
撻定,taat ding,taat ding,taat ding
撻數,daat sou,daat su,daat su
撻數,taat sou,taat su,taat su
撻朵,daat do,daat do,daat do
撻死,daat sei,daat sli,daat si
撻生魚,daat saang jyu,daat saang jyu,daat saang jyu
撼,ham,haam,ham
撼,ham,hon,hong
撽,gik,gik,gik
撽,haau,haau,haau
撾,zaa,zaa,zaa
撾,wo,wo,wo
撾,gwo,wo,wo
撿,gim,gim,gim
撿到籃裏就是菜,gim dou laam lei zau si coi,gim du laam li zau si coi,gim dou laam li zau si coi
擀,gon,gon,gon
擁,jung,jung,jung
擁,ung,ung,ung
擁人,ung jan,ung jan,ung jan
擁落,ung lok,ung lok,ung lok
擁門,ung mun,ung mun,ung mun
擂,leoi,lui,lui
擃,nong,nong,nong
擃,nong,nung,nung
擄,lou,lu,lu
擅,sin,sin,sin
擆,zoek,zoek,zoek
擇,zaak,zaak,zaak
擇食,zaak sek,zaak sik,zaak sik
擇食,zaak sik,zaak sik,zaak sik
擈,pok,puk,puk
擉,cuk,cuk,cuk
擉,cok,cok,cok
擉,zuk,cok,cok
擊,gik,gik,gik
擋,dong,dong,dong
擌,saak,slok,sok
操,cou,cu,cou
擎,king,king,king
擎,keng,keng,king
擏,king,king,king
擏,geng,geng,ging
擏惜,geng sek,geng slek,ging sek
擐,gwaan,gwaan,gwaan
擐,waan,waan,waan
擑,zip,zip,zip
擒,kam,kam,kam
擒擒青青,kam kam ceng ceng,kam kam ceng ceng,kam kam cing cing
擒青,kam ceng,kam ceng,kam cing
擒青,kam zeng,kam ceng,kam cing
擒高搲低,kam gou waa dai,kam gu waa dai,kam gou waa dai
擓,kwaai,kwaai,kwaai
擓,kwaai,kwe,kwaai
擔,daam,daam,daam
擔正,daam zeng,daam zeng,daam zing
擔竿也曾做過筍,daam gon jaa cang zou gwo seon,daam gon jaa cang zu go slan,daam gon je cang zu go san
擔驚受怕,daam geng sau paa,daam geng sau paa,daam ging sau paa
擔驚受怕,daam ging sau paa,daam ging sau paa,daam ging sau paa
擕,kwai,kwai,kwai
擖,gaat,gaat,gaat
擖,jip,jip,jip
擖,kaat,kaat,kaat
擖,gaa,gwet,gwaat
擖,kaa,gwet,gwaat
擗,pik,pik,pik
擗,pek,pek,pek
擗,bik,pek,pek
擘,maak,maak,maak
擘,baai,mik,mik
擘画,maak waak,maak waak,maak waak
擘畫,maak waak,maak waak,maak waak
擙,ou,u,ou
擙,ngou,u,ou
據,geoi,gyu,gyu
擛,jip,jip,jip
擜,ngaat,daai,daai
擝,mang,mang,mang
擝,maang,mang,mang
擝車邊,maang ce bin,mang ce bin,mang ce bin
擝车边,maang ce bin,mang ce bin,mang ce bin
擞,sau,slau,sau
擟,mei,mi,mi
擠,zai,zai,zai
擠,zai,zi,zai
擡,toi,toi,toi
擡轎,toi kiu,toi giu,toi giu
擡轎子,toi giu zi,toi giu zi,toi giu zi
擢,zok,zok,zok
擢,cok,zok,zok
擢样,cok joeng,zok joeng,zok joeng
擢樣,cok joeng,zok joeng,zok joeng
擣,dou,du,dou
擤,sang,slang,sang
擥,laam,laam,laam
擦,caat,caat,caat
擧,geoi,gyu,gyu
擨,je,je,je
擩,jyu,jyu,jyu
擩,jau,nui,nui
擩,jeoi,nui,nui
擪,jip,jip,jip
擪,jaap,jep,jaap
擪,aap,jaap,jaap
擪,ngaap,jaap,jaap
擫,jip,jip,jip
擫,jip,jep,jep
擫,jip,jaap,jep
擬,ji,ni,ni
擬聲,ji sing,ni sing,ni sing
擬訂,ji ding,ni ding,ni ding
擭,wok,wok,wok
擮,zit,zit,zit
擯,ban,ban,ban
擰,ning,ning,ning
擰,ling,ning,ning
擰晒頭,ling saai tau,ning saai tau,ning saai tau
擰晒頭,ning saai tau,ning saai tau,ning saai tau
擰歪面,ling me min,ning me min,ning maai min
擰歪面,ning me min,ning me min,ning maai min
擰甩頭當凳坐,ning lat tau dong dang co,ning saai tau dong dang co,ning saai tau dong dang co
擱,gok,gok,gok
擱,gok,kok,kok
擲,zaak,zaak,zaak
擲,zaak,zaai,zaai
擲,zaak,zik,zik
擲地有聲,zaak dei jau sing,zaak di jau sing,zaak di jau sing
擳,zit,zit,zit
擳,zit,zet,zit
擴,kwok,kong,kong
擴,gwok,kok,kok
擴,kong,kok,kok
擴,kok,kok,kok
擴,kwong,kok,kok
擴充,kong cung,kok cung,kok cung
擴充,kwok cung,kong cung,kong cung
擴充,kwong cung,kok cung,kok cung
擴大,kong daai,kok daai,kok daai
擴大,kwok daai,kong daai,kong daai
擴大,kwong daai,kok daai,kok daai
擴大再生產,kwok daai zoi sang caan,kong daai zoi saang caan,kong daai zoi saang caan
擴大再生產,kwong daai zoi sang caan,kok daai zoi saang caan,kok daai zoi saang caan
擴大化,kwok daai faa,kong daai faa,kong daai faa
擴大化,kwong daai faa,kok daai faa,kok daai faa
擴展,kong zin,kok zin,kok zin
擴展,kwok zin,kong zin,kong zin
擴展,kwong zin,kok zin,kok zin
擴建,kong gin,kok gin,kok gin
擴建,kwok gin,kong gin,kong gin
擴建,kwong gin,kok gin,kok gin
擴張,kong zoeng,kok zoeng,kok zoeng
擴張,kwok zoeng,kong zoeng,kong zoeng
擴張,kwong zoeng,kok zoeng,kok zoeng
擴散,kong saan,kok slaan,kok saan
擴散,kwok saan,kong slaan,kong saan
擴散,kwong saan,kok slaan,kok saan
擴編,kong pin,kok pin,kok pin
擴編,kwok pin,kong pin,kong pin
擴編,kwong pin,kok pin,kok pin
擴軍,kong gwan,kok gwan,kok gwan
擴軍,kwok gwan,kong gwan,kong gwan
擴軍,kwong gwan,kok gwan,kok gwan
擴音,kong jam,kok jam,kok jam
擴音,kwok jam,kong jam,kong jam
擴音,kwong jam,kok jam,kok jam
擴音喇叭,kwok jam laa baa,kong jam laa baa,kong jam laa baa
擴音喇叭,kwong jam laa baa,kok jam laa baa,kok jam laa baa
擴音器,kwok jam hei,kong jam hi,kong jam hi
擴音器,kwong jam hei,kok jam hi,kok jam hi
擴音機,kwok jam gei,kong jam gi,kong jam gi
擴音機,kwong jam gei,kok jam gi,kok jam gi
擵,mo,mo,mo
擶,zin,zin,zin
擷,kit,kit,kit
擷,git,kit,kit
擷取,kit ceoi,kit cyu,kit cyu
擸,laap,laap,laap
擸,lip,lip,lip
擸晒網頂,laap saai mong deng,laap saai mong deng,laap saai mong ding
擸晒网顶,laap saai mong deng,laap saai mong deng,laap saai mong ding
擸網頂,laap mong deng,laap mong deng,laap mong ding
擸網頂,laap mong ding,laap mong ding,laap mong ding
擸网顶,laap mong deng,laap mong deng,laap mong ding
擸网顶,laap mong ding,laap mong ding,laap mong ding
擹,taan,taan,taan
擺,baai,baai,baai
擺明車馬,baai ming geoi maa,baai ming gyu maa,baai ming gyu maa
擻,sau,slau,sau
擼,lou,lu,lu
擽,lik,lik,lik
擽,loek,loek,loek
擾,jiu,jiu,jiu
擿,zaak,zaak,zaak
擿,tik,tik,tik
擿,zek,tik,tik
攀,paan,paan,paan
攀,paan,maan,maan
攀山越岭,paan saan jyut leng,paan saan jyut leng,paan saan jyut ling
攀山越嶺,paan saan jyut leng,paan saan jyut leng,paan saan jyut ling
攁,joeng,joeng,joeng
攂,leoi,lui,lui
攃,caat,caat,caat
攃,saat,saat,saat
攄,syu,syu,syu
攅,cyun,cyun,cyun
攆,lin,nin,nin
攆,lin,lin,lin
攆,lin,nen,nin
攇,hin,hin,hin
攈,kwan,kwan,kwan
攉,fok,kok,kok
攉,kok,kok,kok
攉,wok,kok,kok
攊,lik,lik,lik
攋,laai,laai,laai
攌,waan,waan,waan
攍,jing,jing,jing
攎,lo,lo,lo
攎,lou,lu,lu
攏,lung,lung,lung
攐,hin,hin,hin
攐,hin,kin,kin
攑,hin,hin,hin
攒,zaan,zan,zan
攒,cyun,cyun,cyun
攒,zyun,zaan,zaan
攒钱,zaan cin,zan cin,zan cin
攓,hin,hin,hin
攔,laan,laan,laan
攕,saam,slaam,saam
攕,cim,cim,cim
攖,jing,jing,jing
攗,mei,mi,mi
攗,kwan,kwan,kwan
攘,joeng,joeng,joeng
攘辟,joeng bik,joeng pik,joeng pik
攙,caam,caam,caam
攙,caam,cem,caam
攚,jing,jing,jing
攛,cyun,cyun,cyun
攜,kwai,kwai,kwai
攝,sip,sip,sip
攝,nip,sip,sip
攝,zip,sip,sip
攝青鬼,sip ceng gwai,sip ceng gwai,sip cing gwai
攞,lo,lo,lo
攞命,lo meng,lo meng,lo ming
攞晒你命,lo saai nei meng,lo saai ni meng,lo saai ni ming
攟,kwan,kwan,kwan
攠,mei,mi,mi
攡,ci,ci,ci
攢,zaan,zan,zan
攢,cyun,cyun,cyun
攢,zyun,zaan,zaan
攢錢,zaan cin,zan cin,zan cin
攣,lyun,lyun,lyun
攤,taan,taan,taan
攥,zaan,zaan,zaan
攥,zyut,zaan,zaan
攦,lai,lai,lai
攧,din,din,din
攨,waa,waa,waa
攩,dong,dong,dong
攪,gaau,gaau,gaau
攪,gaau,geu,gaau
攪得有聲有色,gaau dak jau seng jau sik,gaau dak jau seng jau sik,gaau dak jau sing jau sik
攪攪捧,gaau gaau paang,gaau gaau bung,gaau gaau bung
攪正,gaau zeng,gaau zeng,gaau zing
攪涴,gaau waang,gaau wo,gaau wo
攫,fok,fok,fok
攫,gwok,fok,fok
攬,laam,laam,laam
攬鼓,laam si,laam gu,laam gu
攭,lai,lai,lai
攮,nong,nong,nong
支,zi,zi,zi
支差,zi caai,zi caai,zi caai
支支整整,zi zi zeng zeng,zi zi zing zing,zi zi zing zing
支支整整,zi zi zing zing,zi zi zing zing,zi zi zing zing
支支繃繃,zi zi mang mang,zi zi mang mang,zi zi mang mang
支支绷绷,zi zi mang mang,zi zi mang mang,zi zi mang mang
支繃,zi maang,zi mang,zi mang
支绷,zi maang,zi mang,zi mang
支行,zi hong,zi hong,zi hong
支队长,zi deoi zoeng,zi dui zoeng,zi dui zoeng
支隊長,zi deoi zoeng,zi dui zoeng,zi dui zoeng
攰,gui,gui,gui
攱,gwai,gwai,gwai
攲,kei,ki,ki
攳,cam,cam,cam
攴,pok,puk,puk
攴,bok,pok,pok
攴,bok,bok,bok
攵,pok,pok,pok
收,sau,sau,sau
收听,sau teng,sau teng,sau ting
收听,sau ting,sau ting,sau ting
收咧,sau lit,sau lit,sau lit
收惊,sau geng,sau geng,sau ging
收生婆,sau saang po,sau saang po,sau saang po
收聽,sau teng,sau teng,sau ting
收費咪錶,sau fai mi biu,sau fai mai biu,sau fai mai biu
收费咪表,sau fai mi biu,sau fai mai biu,sau fai mai biu
收驚,sau geng,sau geng,sau ging
攷,haau,haau,haau
攸,jau,jau,jau
改,goi,goi,goi
改名,goi meng,goi meng,goi ming
改行,goi hong,goi hong,goi hong
改訂,goi ding,goi ding,goi ding
改订,goi ding,goi ding,goi ding
改邪归正,goi ce gwai zeng,goi ce gwai zeng,goi ce gwai zing
改邪归正,goi ce gwai zing,goi ce gwai zing,goi ce gwai zing
改邪歸正,goi ce gwai zeng,goi ce gwai zeng,goi ce gwai zing
改邪歸正,goi ce gwai zing,goi ce gwai zing,goi ce gwai zing
攺,ji,ji,ji
攻,gung,gung,gung
攼,gon,gon,gon
攼,hon,hon,hon
攽,baan,baan,baan
攽,ban,ban,ban
放,fong,fong,fong
放佊,fong pe,fong pe,fong pe
放声,fong sing,fong sing,fong sing
放声气,fong seng hei,fong seng hi,fong sing hi
放射免疫测定,fong se min jik caak ding,fong se min jik cak ding,fong se min jik cak ding
放射免疫測定,fong se min jik caak ding,fong se min jik cak ding,fong se min jik cak ding
放怶,fong pe,fong pe,fong pe
放松,fong sung,fong slung,fong sung
放松管制,fong cung gun zai,fong cung gun zai,fong cung gun zai
放生,fong saang,fong saang,fong saang
放生,fong sang,fong saang,fong saang
放聲,fong sing,fong sing,fong sing
放聲氣,fong seng hei,fong seng hi,fong sing hi
放輕,fong heng,fong heng,fong hing
放輕,fong hing,fong hing,fong hing
放輕鬆,fong hing sung,fong hing slung,fong hing sung
放轻,fong heng,fong heng,fong hing
放轻,fong hing,fong hing,fong hing
放轻松,fong hing sung,fong hing slung,fong hing sung
政,zing,zing,zing
政府债券,zing fu zaai hyun,zing fu zaai hyun,zing fu zaai hyun
政府債券,zing fu zaai hyun,zing fu zaai hyun,zing fu zaai hyun
政府机构,zing fu gei kau,zing fu gi kau,zing fu gi kau
政府機構,zing fu gei kau,zing fu gi kau,zing fu gi kau
政治机构,zing zi gei kau,zing zi gi kau,zing zi gi kau
政治機構,zing zi gei kau,zing zi gi kau,zing zi gi kau
敀,baak,baak,baak
敁,dim,dim,dim
敂,kau,kau,kau
敃,man,man,man
敄,mou,mu,mu
故,gu,gu,gu
敆,gap,gap,gap
敆,gaap,gap,gap
敆份,gaap fan,gap fan,gap fan
敆份,gap fan,gap fan,gap fan
敆伙,gaap fo,gap fo,gap fo
敆伙,gap fo,gap fo,gap fo
敆口,gaap hau,gap hau,gap hau
敆口,gap hau,gap hau,gap hau
敆埋,gaap maai,gap maai,gap maai
敆埋,gap maai,gap maai,gap maai
敆手,gaap sau,gap sau,gap sau
敆手,gap sau,gap sau,gap sau
敆手敆脚,gaap sau gaap goek,gap sau gap goek,gap sau gap goek
敆手敆脚,gap sau gap goek,gap sau gap goek,gap sau gap goek
敆档,gaap dong,gap dong,gap dong
敆档,gap dong,gap dong,gap dong
敆檔,gaap dong,gap dong,gap dong
敆檔,gap dong,gap dong,gap dong
敆計,gaap gai,gap gai,gap gai
敆計,gap gai,gap gai,gap gai
敆计,gaap gai,gap gai,gap gai
敆计,gap gai,gap gai,gap gai
敆錢,gaap cin,gap cin,gap cin
敆錢,gap cin,gap cin,gap cin
敆钱,gaap cin,gap cin,gap cin
敆钱,gap cin,gap cin,gap cin
敇,caak,caak,caak
效,haau,haau,haau
敉,mai,mi,mi
敉,mei,mi,mi
敊,cuk,cuk,cuk
敋,gok,gok,gok
敌,dik,dik,dik
敍,zeoi,zyu,zyu
敎,gaau,gaau,gaau
敏,man,man,man
敐,san,san,san
救,gau,gau,gau
救,kau,gau,gau
救,geoi,gau,gau
救命,gau meng,gau meng,gau ming
救捞局,gau laau guk,gau lu guk,gau lou guk
救援,gau jyun,gau jyun,gau jyun
救援,gau wun,gau jyun,gau jyun
救援人员,gau wun jan jyun,gau jyun jan jyun,gau jyun jan jyun
救援人員,gau wun jan jyun,gau jyun jan jyun,gau jyun jan jyun
救援军,gau wun gwan,gau jyun gwan,gau jyun gwan
救援軍,gau wun gwan,gau jyun gwan,gau jyun gwan
救援队,gau wun deoi,gau jyun dui,gau jyun dui
救援隊,gau wun deoi,gau jyun dui,gau jyun dui
救撈局,gau laau guk,gau lu guk,gau lou guk
敒,san,san,san
敓,dyut,dyut,dyut
敔,jyu,jyu,jyu
敕,cik,cik,cik
敖,ngou,ngu,ngou
敗,baai,baai,baai
敘,zeoi,zyu,zyu
教,gaau,gaau,gaau
教,gaau,geu,gaau
教务长,gaau mou zoeng,gaau mu zoeng,gaau mu zoeng
教務長,gaau mou zoeng,gaau mu zoeng,gaau mu zoeng
教区长,gaau keoi zoeng,gaau kyu zoeng,gaau kyu zoeng
教區長,gaau keoi zoeng,gaau kyu zoeng,gaau kyu zoeng
教学机构,gaau hok gei kau,gaau hok gi kau,gaau hok gi kau
教学相长,gaau hok soeng coeng,gaau hok sloeng coeng,gaau hok soeng coeng
教学相长,gaau hok soeng zoeng,gaau hok sloeng zoeng,gaau hok soeng zoeng
教學機構,gaau hok gei kau,gaau hok gi kau,gaau hok gi kau
教學相長,gaau hok soeng coeng,gaau hok sloeng coeng,gaau hok soeng coeng
教學相長,gaau hok soeng zoeng,gaau hok sloeng zoeng,gaau hok soeng zoeng
教廷大使,gaau ting daai si,gaau ting daai si,gaau ting daai si
教精,gaau zeng,gaau zeng,gaau zing
教育厅,gaau juk ting,gaau juk teng,gaau juk ting
教育厅长,gaau juk ting zoeng,gaau juk teng zoeng,gaau juk ting zoeng
教育局長,gaau juk guk zoeng,gaau juk guk zoeng,gaau juk guk zoeng
教育局长,gaau juk guk zoeng,gaau juk guk zoeng,gaau juk guk zoeng
教育廳,gaau juk ting,gaau juk teng,gaau juk ting
教育廳長,gaau juk ting zoeng,gaau juk teng zoeng,gaau juk ting zoeng
